Census Tract,Total Population,California County,ZIP,Approximate Location,CES 4.0 Score,Pollution Burden Score,Asthma,Low Birth Weight,Cardiovascular Disease,Education,Unemployment,Housing Burden,Pop. Char. Score,PovertyRate,lapophalfshare,lalowihalfshare,lapop1share,lalowi1share,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%),Urban,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,LATractsVehicle_20,CVD Risk Level
6083000103,3433,Santa Barbara,93105,Unincorporated Santa Barbara County area,2.76,3.4,17.89,1.56,4.48,1.7,5.5,6,0.81,10.7,100,12.5,95.08,11.98,7.31,66.56,26.1,12,82.6,0,0,1.25,4.05,0,0,0,0,0,0,0,0,Mild
6083001500,2526,Santa Barbara,93108,Unincorporated Santa Barbara County area,2.46,2.48,11.87,0,5.76,2.6,NA,16,0.99,10.7,81.2,13.7,52.81,8.17,9.34,52.53,38.1,9.11,86.6,0,0,3.25,0.99,1,0,0,0,0,0,0,0,Mild
6037262301,2748,Los Angeles,90049,Los Angeles,6.51,5.67,11.25,3.16,6.47,1.6,3.3,8.9,1.15,10.4,100,12.2,97.71,11.92,9.13,64.19,26.6,10.6,72,2.47,0,13.1,1.64,1,0,0,0,0,0,0,0,Mild
6073008501,5969,San Diego,92117,San Diego,5.22,4.21,22.74,2.49,6.19,3.8,1.9,11,1.24,10.5,99.8,22,22.25,4.71,15.1,71.74,13.1,16.9,71.2,0,0,5.85,5.98,1,0,0,0,0,0,0,0,Mild
6057001204,2273,Nevada ,96161,Unincorporated Nevada County area,4,3.22,27.02,3.92,5.46,2.7,NA,NA,1.24,11.8,95.6,12.2,88.52,11.36,6.12,77.52,16.3,6.95,88.7,0,0,1.81,2.51,0,0,0,0,0,0,0,0,Mild
6061020105,1056,Placer ,96140,Unincorporated Placer County area,2.91,2.18,12.21,NA,5.64,1.2,NA,15,1.34,16.7,100,25.8,100,25.84,2.08,63.64,34.2,6.82,86,1.52,2.18,0,3.41,0,0,0,0,0,0,0,0,Mild
6037464100,7121,Los Angeles,91108,San Marino,8.07,5.69,10.66,3.57,5.06,2.3,1.9,7.8,1.42,12.4,84.6,11.1,15.2,2.83,9.41,69.18,21.4,6.67,30.7,0.79,0,58.8,2.98,1,0,0,0,0,1,0,1,Mild
6073017106,4538,San Diego,92067,Rancho Santa Fe,6.4,4.47,9.75,3.77,5.77,1.5,2.7,19,1.43,10.7,98.9,13.8,90.06,12.2,6.41,63.79,29.7,10.6,84.6,0,0,2.75,1.98,1,0,0,0,0,0,0,0,Mild
6061020104,841,Placer ,96145,Unincorporated Placer County area,4.21,2.85,15.89,NA,6.44,0,NA,20,1.48,11.3,100,22.3,98.4,22.12,1.9,56.24,41.8,0,96.6,0,0,0,3.33,0,0,0,0,0,0,0,0,Mild
6059042326,4781,Orange ,92677,Laguna Niguel,5.23,3.32,19.29,3.48,9.11,2.1,2.4,10,1.58,10.2,37.6,4.84,,,10.9,70.4,18.6,12.6,63.5,2.7,0,11.5,9.6,1,0,0,0,0,0,0,0,Mild
6061022200,751,Placer ,96145,Unincorporated Placer County area,5.33,3.32,16.51,NA,6.68,1.2,NA,15,1.6,12.9,36,4.76,4.41,0.54,15.3,62.32,22.3,5.99,93.2,0,0,0,0.8,0,0,0,0,0,0,0,0,Mild
6059075607,6381,Orange ,92782,Tustin,6.48,3.81,16.51,3.41,5.94,3.3,3.1,14,1.7,11.5,88.4,12.8,22.6,1.85,10.1,77.34,12.5,13.5,47,0.14,0,36.2,3.04,1,0,0,0,0,1,0,1,Mild
6081613900,7097,San Mateo,94025,Menlo Park,7.69,4.52,27.42,3.77,7.09,3.9,4,7.6,1.7,10.2,13.2,3.63,,,12.5,73.61,13.8,8.38,58.6,3.78,2.13,21.9,5.1,1,0,0,0,0,0,0,0,Mild
6041132100,1825,Marin ,94970,Unincorporated Marin County area,4.73,2.76,8.9,2.6,8.34,0.8,2.7,20,1.71,12.8,100,26,100,26.01,4.99,49.26,45.7,4.93,87.4,0,0,1.21,6.41,0,0,0,0,0,0,0,0,Mild
6079012702,6793,San Luis Obispo,93453,Unincorporated San Luis Obispo County area,8.29,4.71,28.03,3.59,7.18,3.3,4,10,1.76,16.6,100,26.9,99.48,26.89,10.8,68.41,20.7,8.92,86.1,1.78,0.32,1.94,0.87,0,0,0,0,0,1,0,1,Mild
6037577501,3370,Los Angeles,90803,Long Beach,9.4,5.23,19.39,0.67,9.69,3.6,4.3,12,1.8,10.4,57.9,7.53,,,3.23,62.91,33.8,11.4,78.7,1.42,0,5.73,2.67,1,0,0,0,0,0,0,0,Moderate
6073007502,3319,San Diego,92107,San Diego,6.28,3.39,23.56,2.94,7.09,4.4,3,15,1.85,10.6,0,0,,,7.35,84.03,8.62,10.3,77.3,3.86,0.54,4.22,3.71,1,0,0,0,0,0,0,0,Mild
6037574602,1291,Los Angeles,90815,Long Beach,10.5,5.59,14.2,NA,7.44,6.6,NA,20,1.89,12.7,99.5,18.1,,,6.35,58.17,35.4,19.2,60.2,1.47,0,14.1,4.8,1,0,0,0,0,0,0,0,Mild
6073007501,4244,San Diego,92107,San Diego,9.15,4.83,23.56,2.94,7.09,4.2,1.2,17,1.89,19.2,1.45,0.54,,,4.03,88.27,7.7,15.5,78.1,2.73,0,1.41,2.14,1,0,0,0,0,0,0,0,Mild
6087122001,4926,Santa Cruz,95003,Unincorporated Santa Cruz County area,5.77,2.99,19.68,2.46,5.99,7,6.5,11,1.93,12.1,97.1,19.4,59.41,12.88,9.03,72.7,18.2,13.3,79.8,0.65,0.14,3.25,2.8,1,0,0,0,0,0,0,0,Mild
6073007910,2937,San Diego,92109,San Diego,6.8,3.5,17.92,2.97,7.9,1.4,4.2,17,1.94,18.4,,,,,3.03,87.71,9.26,8.21,81.8,1.02,0,6.3,2.62,1,0,0,0,0,0,0,0,Mild
6037300702,5430,Los Angeles,91207,Glendale,9.67,4.94,14.43,2.57,8.61,3.1,NA,12,1.96,10.2,69.5,10.5,12.63,1.47,10.2,69.8,19.9,4.84,84,0,0,7.88,3.24,1,0,0,0,0,0,0,0,Mild
6051000102,2444,Mono ,93517,Unincorporated Mono County area,8.6,4.35,12.68,3.2,8.44,10,NA,6.1,1.98,16.6,100,27.3,100,27.37,8.67,62.93,28.4,10.8,75.8,0.98,5.11,0.53,6.63,0,0,0,0,0,0,0,1,Mild
6097154303,1528,Sonoma ,95421,Timber Cove,5.46,2.76,15.41,NA,4.93,6.6,NA,16,1.98,14.5,99,25,95.88,24.56,3.99,42.02,53.9,14.2,82.2,0,0,2.94,0.59,0,0,0,0,0,0,0,0,Mild
6065045117,4053,Riverside ,92260,Palm Desert,6.37,3.1,18.56,2.54,8.85,4.4,2.1,15,2.06,22.4,20.3,8.06,,,3.36,64.57,32,17.9,69.8,8.39,0,2.29,1.48,1,0,1,0,0,0,1,0,Mild
6073007905,2659,San Diego,92109,San Diego,7.16,3.45,17.92,3.67,7.9,4.2,2.2,17,2.07,17.3,,,,,5,89.21,5.79,12.3,83.1,0.56,0.26,1.81,1.88,1,0,0,0,0,0,0,0,Mild
6073007702,4016,San Diego,92109,San Diego,5.79,2.79,17.92,1.6,7.9,3,2.3,25,2.08,10.9,69.1,13.5,0.1,0.01,10.6,80.08,9.31,8.22,85.1,0.67,0,4.06,1.87,1,0,0,0,0,0,0,0,Mild
6073020801,5677,San Diego,92065,Unincorporated San Diego County area,9.6,4.61,22.05,2.62,10,10,2.6,13,2.08,12.2,100,18.3,100,18.36,9.34,70.07,20.5,20.6,71.2,1.09,0,5,2.03,0,0,0,0,0,0,0,0,Moderate
6001423700,4148,Alameda ,94705,Berkeley,7.27,3.47,20.48,2.86,7.37,0,3.9,19,2.09,34.2,73.8,35.2,,,3.47,82.09,14.4,10.5,61.4,2.29,0.14,20.3,5.21,1,0,1,0,1,1,1,1,Mild
6017031503,2467,El Dorado,95623,Unincorporated El Dorado County area,5.85,2.79,26.28,2.88,8.63,3.7,7.9,10,2.1,10.7,100,14,100,14.07,8.84,67.98,23.1,5.59,87.8,0,0,4.46,2.07,0,0,0,0,0,0,0,0,Mild
6073007600,3978,San Diego,92109,San Diego,13.3,6.33,17.89,4.14,7.88,2.1,3.6,13,2.1,14.7,54.1,8.71,2.35,0.6,2.41,82.43,15.1,12.3,78.9,1.23,0,4.95,2.46,1,0,0,0,0,0,0,0,Mild
6081613800,3944,San Mateo,94060,Unincorporated San Mateo County area,10.5,4.99,19.05,3.91,5.93,8.8,2,22,2.11,11,100,24.2,100,24.29,6.92,76.37,16.7,10.3,82.6,0.61,0,1.6,4.84,0,0,0,0,0,0,0,0,Mild
6059042328,2526,Orange ,92653,Laguna Hills,8.24,3.89,27.31,2.56,10.4,1.4,5.9,10,2.12,10,79.9,10.4,21.39,2.88,8.79,72.33,18.8,9.14,74.9,0.08,0,11.1,4.67,1,0,0,0,0,0,0,0,Moderate
6017030504,2460,El Dorado,96150,Unincorporated El Dorado County area,5.21,2.45,31.27,2.44,5.76,2.1,8.1,15,2.13,11.7,97.6,21.2,88.46,19.21,8.9,69.84,21.2,8.82,82.2,0.04,0.24,0.98,7.64,0,0,0,0,0,0,0,0,Mild
6073006900,5854,San Diego,92106,San Diego,11.9,5.61,18.52,3.49,4.83,7.1,5.7,17,2.14,14.9,,,,,11.1,74.8,14,11,77.1,0.34,0.34,5.47,5.71,1,0,0,0,0,0,0,0,Mild
6113010508,2657,Yolo ,95616,Unincorporated Yolo County area,7.52,3.5,25.33,3.39,9.91,1.1,1.8,15,2.15,23.9,38.3,11.3,0.16,0.05,8.2,72.6,19.1,7.64,73,0.53,0,15.2,3.46,1,0,1,0,0,0,1,0,Moderate
6097150304,5610,Sonoma ,95476,Boyes Hot Springs,6.69,3.1,29.89,3.33,9.18,7.8,4.7,10,2.16,10.3,76.1,18,0.01,0,11.1,67.61,21.2,29.2,66.6,2.46,0,1.64,0,1,0,0,0,0,0,0,0,Mild
6087120200,4684,Santa Cruz,95017,Unincorporated Santa Cruz County area,8.99,4.13,15.88,3.51,6.1,9,2.9,20,2.18,14.6,100,28.9,100,28.95,6.49,71.52,21.9,13.9,76.9,1.94,0.09,2.6,4.57,0,0,0,0,0,0,0,0,Mild
6087120302,3054,Santa Cruz,95005,Ben Lomond,7.79,3.56,21.54,3.25,7.02,6.6,1.3,25,2.19,12.1,46.5,11.2,7.07,1.17,7.96,79.21,12.8,7.37,88.8,0,0,0.92,2.85,1,0,0,0,0,0,0,0,Mild
6097153502,4266,Sonoma ,94952,Unincorporated Sonoma County area,7.16,3.23,21.82,3.31,6.49,6.5,3.8,19,2.21,11.9,100,26.5,99.77,26.53,7.92,61.63,30.4,12,82.3,0,0,1.88,3.75,0,0,0,0,0,0,0,0,Mild
6075016801,4145,San Francisco,94117,San Francisco,9.1,4.11,34.92,3.19,6.03,4.4,1.9,16,2.21,10.6,,,,,4.78,90.06,5.16,16.2,59.5,2.46,0,14.7,6.92,1,0,0,0,0,0,0,0,Mild
6061021604,3634,Placer ,95602,Unincorporated Placer County area,5.81,2.54,39.19,5.06,7.91,3.3,2.1,9.3,2.29,10.9,100,17.9,100,17.95,9.41,61.12,29.4,11.5,85,0.33,0.39,1.57,1.1,0,0,0,0,0,0,0,0,Mild
6037276400,4071,Los Angeles,90045,Los Angeles,11.3,4.91,24.02,4.84,10.5,1.7,2.3,13,2.32,11.7,17.1,2.68,,,10.8,64.55,24.6,15.4,70.8,2.43,0,7.76,3.49,1,0,0,0,0,0,0,0,Moderate
6037577200,5848,Los Angeles,90803,Long Beach,11.5,4.91,18.92,3.26,9.14,7.8,4.1,13,2.35,11.1,0.57,0.15,0,0,3.49,85.81,10.7,22.6,63,6.94,0,5.57,1.81,1,0,0,0,0,0,0,0,Mild
6053012502,4894,Monterey ,93940,Monterey,10,4.22,34.61,2.54,7.53,5.2,1.4,19,2.37,14.3,27.9,6.97,0,0,6.78,72.13,21,16.3,70.2,4.66,0,5.8,2.94,1,0,0,0,0,0,0,0,Mild
6073001000,4472,San Diego,92116,San Diego,9.09,3.83,35.21,4.24,6.62,7.4,1.6,12,2.37,11.2,12.6,2.37,,,7.02,84.06,8.92,31,52.1,2.5,0.65,5.14,8.59,1,0,0,0,0,0,0,0,Mild
6059062612,8225,Orange ,92612,Irvine,15.8,6.68,18.54,2.69,6.09,4.2,4.7,17,2.37,11.6,36,3.57,,,8.78,74.84,16.3,8.74,60.6,1.02,0,24.9,4.68,1,0,0,0,0,0,0,0,Mild
6081613000,3774,San Mateo,94025,Menlo Park,12.3,5.2,21.55,3.51,5.9,1.4,4.4,20,2.38,12.1,55.5,7.72,17.26,1.87,8.13,71.09,20.7,6.81,65.7,0.05,0,21.6,5.8,1,0,0,0,0,0,0,0,Mild
6087120400,4884,Santa Cruz,95006,Boulder Creek,6.83,2.87,18.95,4.88,7.05,5.3,NA,17,2.38,11.3,82.1,13.6,58.17,10.01,9.54,75.39,15,10,82.4,1,0.76,1.82,3.95,1,0,0,0,0,1,0,1,Mild
6073017604,7441,San Diego,92024,Encinitas,13,5.47,18.32,3.38,9.5,5.3,3.1,15,2.38,10.5,40.1,9.86,0.71,0.17,12.9,62.89,24.1,17.3,73.1,2.18,0,5.13,2.24,1,0,0,0,0,1,0,1,Moderate
6075013300,4634,San Francisco,94118,San Francisco,10.6,4.46,19.91,4.7,5.9,3.7,4.1,8.9,2.38,10.2,,,,,12.5,67.89,19.5,7.34,72.1,1.64,0,13.2,5.59,1,0,0,0,0,0,0,0,Mild
6085507805,5465,Santa Clara,94087,Sunnyvale,12.4,5.24,8.14,5.04,5.29,4.8,1.3,9.9,2.38,11.9,49.6,6.05,,,11.9,78.99,9.04,7.78,26.7,0,0,60.9,4.52,1,0,0,0,0,0,0,0,Mild
6037701501,5267,Los Angeles,90403,Santa Monica,13,5.41,23.39,2.99,9.1,0.8,4.3,15,2.4,10.3,,,,,12.5,69.34,18.1,6.63,72.8,1.96,0,9.84,8.7,1,0,0,0,0,0,0,0,Mild
6079010902,4098,San Luis Obispo,93405,San Luis Obispo,11.7,4.89,15.26,NA,4.77,3.5,1,68,2.41,70.4,67.2,55.6,1.12,0.79,1.54,93.85,4.61,18.2,68.6,4.44,0,5.61,3.07,1,0,1,0,0,0,1,0,Mild
6073020019,7093,San Diego,92078,San Marcos,12.4,5.12,15.84,2.69,8.54,15,1.5,13,2.43,15.6,42.8,12.7,0.09,0.02,10.8,57.18,32,33.8,54.8,0.44,0,9.7,1.21,1,0,0,0,0,0,0,0,Mild
6073009202,7034,San Diego,92123,San Diego,13.3,5.51,31.41,3.12,6.22,3.1,5,16,2.43,10.7,82,14.1,57.83,10.39,10.5,76.19,13.2,20.2,54,4.66,0.7,12.8,7.46,1,0,0,0,0,0,0,0,Mild
6055201700,5288,Napa ,94508,Unincorporated Napa County area,10.5,4.25,15.15,4.67,7,11,5.3,10,2.47,10.5,71.9,13.2,49.6,8.81,7.03,76.06,16.9,21.2,57.6,5.5,0.36,11.1,4.14,0,0,0,0,0,0,0,0,Mild
6053011502,1987,Monterey ,93923,Unincorporated Monterey County area,4.04,1.63,20.46,NA,6.46,13,NA,12,2.48,13.5,100,23.3,100,23.38,10.5,72.27,17.2,36.4,60,1.51,0,1.51,0.5,0,0,0,0,0,0,0,1,Mild
6109003200,5933,Tuolumne ,95346,Unincorporated Tuolumne County area,9.22,3.71,40.05,2.66,10.7,6,3.6,9.1,2.49,12.6,80.4,20.5,67.62,15.77,14.7,64.79,20.4,14.4,81.4,0.03,1.89,0.91,1.28,0,0,0,0,0,0,0,0,Moderate
6059063102,6971,Orange ,92627,Costa Mesa,14.2,5.7,33.23,2.72,7.25,3.7,4,25,2.5,11.7,54.8,13.9,,,14.3,69.23,16.4,15.4,75.4,0.17,0.04,3.64,5.29,1,0,0,0,0,0,0,0,Mild
6061022002,7188,Placer ,95713,Unincorporated Placer County area,9.34,3.73,36.91,3.4,7.23,4.5,2.7,21,2.5,12,83.8,24.4,62.76,18.47,9.36,69.5,21.1,12.7,79.3,1.39,1.92,0.6,3.99,0,0,0,0,0,1,0,1,Mild
6057000200,2668,Nevada ,95949,Unincorporated Nevada County area,6.1,2.44,29.44,2.73,8.59,1.4,5.1,17,2.5,11.3,100,31.6,100,31.69,5.51,67.84,26.6,4.72,89.1,1.01,0.79,0.19,4.16,0,0,0,0,0,0,0,0,Mild
6097150204,3633,Sonoma ,95476,Sonoma,9.1,3.63,29.89,2.14,9.18,6.2,4.2,19,2.51,16,66.3,11.9,9.14,1.15,10.5,59.76,29.7,17.6,78.8,0,0.22,1.07,2.15,1,0,0,0,0,0,0,0,Mild
6079010101,1669,San Luis Obispo,93446,Unincorporated San Luis Obispo County area,7.63,3.03,46.01,1.98,9.29,6.8,2.5,13,2.52,10.4,82.7,17.4,39.07,8.23,8.69,72.92,18.3,19.1,76.9,0.24,0,2.04,1.56,0,0,0,0,0,0,0,0,Mild
6019005909,8035,Fresno ,93619,Clovis,11.4,4.54,29.86,4.1,7.97,7.7,3.6,9.8,2.52,10.3,96,21.9,32.09,8.96,19,70.06,10.9,32.2,43.1,0.96,0,18,5.6,1,0,0,0,0,0,0,0,Mild
6073019806,12647,San Diego,92010,Carlsbad,14.9,5.93,18.57,4.05,7.61,7.5,6.6,12,2.52,12.3,68.4,11.4,38.95,8.48,16.8,69.4,13.7,24.3,59,2.17,0,12.5,1.93,1,0,0,0,0,0,0,0,Mild
6037702901,9852,Los Angeles,90292,Marina del Rey,20,7.94,27.53,4.04,10,1.1,2.8,17,2.53,14.4,54.1,6.18,1.55,0.11,6.28,83.34,10.3,10.8,66.5,7.41,0,11.1,4.06,1,0,0,0,0,0,0,0,Moderate
6001423601,2671,Alameda ,94705,Berkeley,10.5,4.15,25.75,4.9,6.9,1.1,3.2,19,2.53,13.4,9.4,2.39,,,5.39,75.7,18.9,8.72,70.3,5.17,0.64,9.21,5.92,1,0,0,0,0,0,0,0,Mild
6085511302,3998,Santa Clara,94301,Palo Alto,10.9,4.35,8.4,3.81,6.56,3.2,5.3,12,2.53,16.4,,,,,6.53,67.16,26.3,7.9,59.7,1.75,0,26.4,4.2,1,0,0,0,0,0,0,0,Mild
6059063500,6360,Orange ,92663,Newport Beach,17.5,6.92,24.27,5.05,8.39,5.5,2.1,13,2.53,11.1,42.6,10.6,7.75,2.34,2.03,83.44,14.5,15.2,79.7,0,0,2.8,2.17,1,0,0,0,0,0,0,0,Mild
6037480704,4619,Los Angeles,91030,South Pasadena,16.6,6.55,23.61,2.74,7.8,4.1,3.9,18,2.54,13.9,37,9.4,,,13.7,75.28,10.9,20.4,36,0.97,0.95,32.4,9.11,1,0,0,0,0,0,0,0,Mild
6087121700,7387,Santa Cruz,95010,Capitola,11.2,4.4,29.08,3.33,8.85,9.5,3,16,2.54,14.5,0.72,0.17,,,13,68.96,18,31.1,59,0.96,0.73,3.49,4.67,1,0,0,0,0,0,0,0,Mild
6041109001,4280,Marin ,94901,San Rafael,11.9,4.69,28.9,3.24,9.56,6.3,1.3,18,2.55,14.6,72,16.5,12.07,3.62,9.32,74.67,16,26.6,62.2,1.24,0,4.65,5.21,1,0,0,0,0,0,0,0,Moderate
6059062800,3888,Orange ,92661,Newport Beach,13.4,5.29,28.59,4.49,7.51,1.1,NA,18,2.55,11.6,94.7,18.6,16.8,3.59,2.73,71.24,26,8.59,86.1,1.67,0,1.82,1.72,1,0,0,0,0,0,0,0,Mild
6075030202,4438,San Francisco,94122,San Francisco,7.49,2.94,23.71,5,7.95,4.1,1.9,9.4,2.55,12.9,,,,,7.35,77.33,15.3,10.5,51.7,2.01,0,32.8,2.82,1,0,0,0,0,0,0,0,Mild
6087121100,3229,Santa Cruz,95073,Unincorporated Santa Cruz County area,6.92,2.7,17.69,5.07,5.57,9.1,3.2,14,2.56,13.8,90.5,22.1,69.89,16.64,8.58,67.73,23.6,17.8,74.1,0.09,0,2.04,5.85,1,0,0,0,0,0,0,0,Mild
6037577400,2947,Los Angeles,90803,Long Beach,11.1,4.32,19.39,2.96,9.69,8.8,2.2,18,2.57,10.9,99.2,23,,,8.38,77.43,14.1,19.6,74.3,1.46,0,3.33,1.22,1,0,0,0,0,0,0,0,Moderate
6073000600,3207,San Diego,92103,San Diego,12.7,4.96,38.51,1.88,8.48,5.8,2.6,12,2.57,11.4,,,,,5.83,82.94,11.2,22.3,62.2,3.18,0.25,6.08,5.89,1,0,0,0,0,0,0,0,Mild
6059042324,4465,Orange ,92677,Laguna Niguel,8.36,3.25,16.35,4.9,7.43,2.2,NA,22,2.57,12.5,91.5,16,48.21,5.95,2.55,59.8,37.6,11,84.5,0,0.72,1.86,1.79,1,0,0,0,0,0,0,0,Mild
6037276604,4624,Los Angeles,90045,Los Angeles,14.4,5.6,18.48,3.88,7.9,1.2,5.5,26,2.58,11.4,39.4,4.88,,,7.48,82.4,10.1,16.4,50.1,7.63,0,19.5,6.29,1,0,0,0,0,0,0,0,Mild
6073008312,3528,San Diego,92037,San Diego,14.2,5.49,11.16,6.43,4.17,5.2,NA,14,2.6,11.2,99.3,14.7,67.26,11.42,6.89,61.71,31.4,7.03,76.1,0.96,0,11.4,4.42,1,0,0,0,0,0,0,0,Mild
6087100600,3665,Santa Cruz,95060,Santa Cruz,12.7,4.9,26.03,3.36,9.04,2.3,5.4,18,2.61,13.3,2.23,0.61,,,9.9,75.12,14.9,20.7,65.1,0.68,0,2.97,10.4,1,0,0,0,0,0,0,0,Mild
6073009603,5544,San Diego,92108,San Diego,15.5,5.96,24.43,3.71,5.19,5.9,0.8,23,2.61,16.9,99.4,29.7,25.11,4.97,8.33,81.11,10.5,27,42.7,12.7,0,11.4,6.06,1,1,1,1,1,1,1,1,Mild
6097153705,3936,Sonoma ,95436,Unincorporated Sonoma County area,10.8,4.15,31.54,0.6,8.61,5.9,6,14,2.62,13.9,75.5,20.7,38.57,12.86,4.8,70.5,24.7,12.4,79.7,0.23,0.2,3.05,4.34,1,0,0,0,0,0,0,0,Mild
6041111000,5204,Marin ,94901,San Rafael,12.4,4.75,25.54,3.38,8.63,8.5,2.4,19,2.62,12,13.9,2.01,,,6.21,74.48,19.3,21.8,70,3.5,0,3.34,1.31,1,0,0,0,0,0,0,0,Mild
6073017015,7756,San Diego,92128,San Diego,12,4.57,14.91,5.61,6.23,2.9,3.3,11,2.63,11.4,74.4,13,40.96,7.82,12.2,70.29,17.5,16.5,58.9,2.53,0,16.4,5.66,1,0,0,0,0,0,0,0,Mild
6057000900,3754,Nevada ,95728,Unincorporated Nevada County area,14.2,5.39,33.33,3.33,9.34,5.9,2,16,2.64,20.5,98.4,37.8,93.03,35.29,8.82,65.93,25.2,5.65,85.6,2.02,0.13,5.3,1.23,0,0,0,0,0,0,1,0,Mild
6001441302,5937,Alameda ,94536,Fremont,9.66,3.66,34.07,3.57,10,5.3,2.6,9.2,2.64,11.5,53.4,6.71,,,12.8,69.31,17.8,13.1,26.7,2.69,0.2,53.1,4.06,1,0,0,0,0,0,0,0,Moderate
6073008364,6031,San Diego,92122,San Diego,10,3.8,18.31,3.87,7.66,0.9,1.7,18,2.65,19.3,27,8.11,,,4.99,89.49,5.52,12.7,41.2,1.09,0.41,42,2.49,1,0,0,0,0,0,0,0,Mild
6073009507,3873,San Diego,92124,San Diego,6.88,2.59,24.66,4.85,6.69,3.9,4.4,12,2.65,12.2,99.1,18.2,78.57,14.29,12.2,72.04,15.7,16.8,61.9,4.23,0,9.25,7.72,1,0,0,0,0,0,0,0,Mild
6059099235,5123,Orange ,92646,Huntington Beach,13.9,5.27,20.92,2.8,7.44,4.7,8.2,21,2.65,10.9,78.1,21,0.02,0,9.37,71.62,19,24.7,59.5,1.93,0.43,9.92,3.34,1,0,0,0,0,1,0,1,Mild
6001421700,3492,Alameda ,94709,Berkeley,10.8,4.07,22.93,3.31,7.18,1.5,5,21,2.66,15,,,,,9.05,71.88,19,9.25,68.2,0.66,0.14,18,3.64,1,0,0,0,0,0,0,0,Mild
6013339002,6934,Contra Costa,94596,Walnut Creek,14.8,5.57,24.66,3.73,7.66,1.9,4.5,20,2.67,15.8,37.6,8.72,,,8.68,76.26,15,9.56,65,0.72,0,16.4,8.19,1,0,0,0,0,0,0,0,Mild
6073020307,7434,San Diego,92029,Harmony Grove,16.7,6.2,20.8,3.34,12.5,10,1.7,11,2.69,14.9,52.2,11.2,23.53,4.7,11,72.07,16.8,34.9,45.6,1.83,0,8.74,8.82,1,0,0,0,0,1,0,1,High
6115041100,4122,Yuba ,95925,Unincorporated Yuba County area,11.6,4.33,19.08,3.85,7.58,13,3.4,15,2.7,19.2,98.1,36.7,94.33,35.88,7.76,61.79,30.4,9.49,79.1,3.01,0.97,0.41,6.99,0,0,0,0,1,1,1,1,Mild
6111000902,2026,Ventura ,93023,Unincorporated Ventura County area,12.7,4.7,32.63,1.09,7.73,10,3.9,20,2.7,14.4,59.7,13.2,36.08,7.2,8,66.39,25.6,15.1,82,0.35,0.15,1.68,0.64,0,0,0,0,0,0,0,0,Mild
6073017701,5141,San Diego,92024,Encinitas,13.4,4.96,17.14,4.11,8.89,4.9,1.1,21,2.71,12.7,100,21.9,100,21.99,12.4,76.97,10.6,13.8,76.7,0.64,0.31,3.58,4.79,1,0,0,0,0,0,0,0,Mild
6037403407,2314,Los Angeles,91789,Walnut,11.8,4.37,23.85,3.73,9.36,5.5,2.6,12,2.72,11.4,97.2,14.6,18.2,3.8,6.53,79.08,14.3,13,3.89,2.64,0,80.4,0,1,0,0,0,0,0,0,0,Mild
6059062610,10440,Orange ,92660,Newport Beach,21.7,7.99,20.8,3.64,6.81,2.4,4.8,20,2.72,22,26.3,6.82,1.62,0.42,3.07,89.28,7.65,9.93,49.4,3.68,0,34.5,2.45,1,0,1,0,0,0,1,0,Mild
6075040100,4560,San Francisco,94118,San Francisco,10.9,4,19.73,4.67,6.87,6.1,3.3,16,2.74,10.4,,,,,9.47,74.74,15.7,7.68,49.6,0.79,0,38.1,3.73,1,0,0,0,0,0,0,0,Mild
6087123300,1479,Santa Cruz,95076,Unincorporated Santa Cruz County area,12.2,4.47,41.22,2.5,9.16,19,2.3,NA,2.74,20.4,99.7,29.5,96.5,28.58,9.94,82.15,7.91,56.3,41.2,1.22,0,1.15,0,0,0,0,0,0,0,1,0,Mild
6095252802,938,Solano ,94535,Fairfield,14.6,5.35,10.48,3.12,10.7,2.7,NA,18,2.74,11.5,100,6.06,100,6.06,21.2,78.78,0,18.4,52.5,17.7,0,5.23,6.08,1,1,1,1,0,0,1,0,Moderate
6075030101,5048,San Francisco,94122,San Francisco,9.3,3.39,29.4,4.62,6.36,7.1,3.3,13,2.75,13.1,0.81,0.17,,,7.9,84.73,7.37,8.56,58,1.31,0.87,26.4,4.77,1,0,0,0,0,0,0,0,Mild
6073009107,5095,San Diego,92110,San Diego,14.8,5.4,33.94,3.01,7.03,4.2,2.4,21,2.75,28.3,100,38.9,90.15,35.19,5.28,85.32,9.4,17.6,67.5,3.14,0.16,7.91,3.55,1,1,1,1,1,1,1,1,Mild
6073007903,4318,San Diego,92109,San Diego,10.7,3.91,17.92,4.71,7.9,1.4,6.2,16,2.76,20.2,,,,,5.84,85.16,9.01,15.7,73.2,1.62,0,7.32,2.06,1,0,0,0,0,0,1,0,Mild
6085511916,4797,Santa Clara,95118,San Jose,6.85,2.48,18.11,4.95,5.53,3.4,3.4,17,2.76,11.1,79.1,13.3,13.29,2.67,18.4,67.75,13.7,11.3,49.5,1.98,0,28.5,8.53,1,0,0,0,0,0,0,0,Mild
