Census Tract,Total Population,California County,ZIP,Approximate Location,CES 4.0 Score,Pollution Burden Score,Asthma,Low Birth Weight,Cardiovascular Disease,Education,Unemployment,Housing Burden,Pop. Char. Score,PovertyRate,lapophalfshare,lalowihalfshare,lapop1share,lalowi1share,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%),Urban,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,LATractsVehicle_20,CVD Risk Level
6059099402,8190,Orange ,92647,Huntington Beach,38.9,7.53,39.05,4.31,10.6,29,1.4,38,5.17,30.7,52.4,42.9,,,19.5,72.16,8.32,66.1,20.3,0.42,3.99,7.7,1.39,1,0,1,0,0,0,1,0,Moderate
6019004902,2233,Fresno ,93704,Old Fig Garden,25.4,4.91,71.79,3.7,8.61,16,9.4,18,5.17,13.3,97.9,42.9,,,17.8,67.26,14.8,48.9,35.3,9.54,0.27,4.29,1.52,1,0,0,0,0,0,0,0,Mild
6093000400,656,Siskiyou ,96044,Unincorporated Siskiyou County area,16.3,3.15,42.57,NA,12.1,12,14,15,5.17,23.5,100,48.5,100,48.52,10.6,56.1,33.2,5.95,88.4,0,2.29,0,3.35,0,1,1,0,0,0,1,0,Moderate
6019005701,3582,Fresno ,93611,Clovis,24.8,4.81,62.75,4.15,10.5,17,5.1,17,5.17,13.5,62.8,31.1,,,11.2,74.04,14.7,40.2,46,1.12,0.2,10.6,1.7,1,0,1,0,0,0,1,0,Moderate
6037504001,5860,Los Angeles,90638,La Mirada,27,5.23,37.42,4.09,16.3,7.8,5.5,22,5.17,11.1,24.1,7.47,,,9.16,80.46,10.3,34.7,42.8,1.93,0,16.3,4.13,1,0,0,0,0,0,0,0,High
6059099508,5116,Orange ,92649,Huntington Beach,22,4.27,27.16,5.56,11.5,7.6,7.5,21,5.18,16.1,36.4,11.6,,,12.4,70.02,17.5,20.3,57.8,1.17,0.27,13.6,6.72,1,0,0,0,0,0,0,0,Moderate
6037500403,3829,Los Angeles,90660,Pico Rivera,44.7,8.64,53.1,3.07,18.9,19,3.8,23,5.18,15.2,100,22.8,62.07,15.53,8.88,74.8,16.3,86,5.3,0,0.6,7.78,0.26,1,0,0,0,0,0,0,0,Very High
6071002801,5781,San Bernardino,92336,Fontana,27.8,5.37,32.62,4.19,14.2,32,2.2,20,5.18,21.3,5.95,2.06,,,17.9,75.21,6.88,81.9,7.16,5.66,0,3.63,1.57,1,0,0,0,0,0,1,0,High
6081606100,5378,San Mateo,94401,San Mateo,29.9,5.79,47.87,3.12,9.2,28,5.9,21,5.18,11.8,8.83,1.95,0.1,0.02,21.6,68.5,9.82,47.6,22.6,1.54,0,25.5,2.6,1,0,0,0,0,0,0,0,Mild
6085506501,7421,Santa Clara,95117,San Jose,18,3.49,21.83,5.18,6.34,16,8.3,28,5.18,12.6,,,,,17.1,76.69,6.17,41.8,22.2,4.39,0,25.9,5.59,1,0,0,0,0,0,1,0,Mild
6037139401,2706,Los Angeles,91356,Los Angeles,37.2,7.18,59.55,3.86,13.4,5.7,1.5,28,5.18,12.6,,,,,10.4,70.58,18.9,17.6,70.7,5.4,0,4.92,1.29,1,0,0,0,0,0,0,0,High
6025012400,713,Imperial ,92283,Unincorporated Imperial County area,25.7,4.96,50.18,NA,15.2,6.8,NA,NA,5.19,15.1,100,42.4,100,42.44,0,23.56,76.4,7.29,88.5,0.84,1.26,2.1,0,0,1,1,1,1,0,1,1,High
6061021401,2538,Placer ,95648,Lincoln,22.1,4.27,31.69,4.84,14.4,19,6.8,15,5.19,11,55.3,22.5,13.7,5.32,12.6,73.48,13.8,37,58.6,1.3,0,0.71,2.29,1,0,0,0,0,0,0,0,High
6037480901,5407,Los Angeles,91803,Alhambra,36.3,7,21.08,6.15,5.75,19,5.7,21,5.19,17.6,0,0,,,8.05,77.73,14.2,39.1,6.55,3.64,0,49.6,0.94,1,0,0,0,0,0,1,0,Mild
6037275500,5449,Los Angeles,90230,Los Angeles,30.8,5.95,44.64,3.24,12.9,28,5.6,14,5.19,32.2,0.27,0.05,,,13.4,71.81,14.7,64,18,6.9,0,8.33,2.61,1,0,0,0,0,0,1,0,High
6055200503,1706,Napa ,94559,Napa,26.9,5.19,43.69,5.13,11,13,2.9,19,5.2,17.9,13.4,5.75,,,9.09,80.6,10.3,43.6,51.9,0.53,0.88,1.82,1.17,1,0,0,0,0,0,1,0,Moderate
6071010402,9593,San Bernardino,92278,Unincorporated San Bernardino County area,16.9,3.25,35.37,5.01,28.1,3.1,9.1,10,5.2,11.7,100,56,100,56.08,20.6,79.34,0,23.7,61.4,5.86,1.64,3.08,4.27,1,1,1,1,0,0,1,0,Very High
6037461000,6249,Los Angeles,91001,Altadena,30,5.77,38.56,4.93,8.93,17,7.3,25,5.2,11.8,12.2,6.13,,,10.3,75.56,14.1,49.7,8.98,35,0.29,3.73,2.27,1,0,0,0,0,0,0,0,Mild
6037481101,4513,Los Angeles,91776,San Gabriel,33.1,6.37,28.17,5.47,8.05,15,6.9,19,5.2,11.2,1.14,0.47,,,8.71,72.86,18.4,40,11.1,1.6,0.24,46.4,0.62,1,0,0,0,0,0,1,0,Mild
6001440301,7596,Alameda ,94587,Union City,33.7,6.48,55.45,6.9,14.5,11,2.6,6,5.2,13.1,55.5,6.67,9.3,0.19,10.5,76.67,12.7,30.3,21.2,5.5,0.16,38.4,4.28,1,0,0,0,0,0,0,0,High
6067005605,3890,Sacramento ,95864,Arden-Arcade,23.6,4.55,52.02,3.66,11.4,18,5.2,19,5.21,25.6,1.21,0.48,,,18.8,71.08,10.1,27.7,44.6,14.5,0,7.38,5.78,1,0,0,0,0,0,1,0,Moderate
6081610400,6049,San Mateo,94063,Redwood City,30.5,5.88,67.44,4.04,11,27,2.6,22,5.21,16.8,3.71,1.42,,,11.7,77.45,10.7,64.5,21.3,2.28,0.13,10.2,1.45,1,0,0,0,0,0,1,0,Moderate
6019004503,5176,Fresno ,93704,Fresno,29.5,5.67,66.02,5.98,9.23,15,2.7,16,5.21,11.8,79.6,33.6,,,6.68,72.31,21,30.4,54.2,4.52,0.29,10,0.54,1,0,0,0,0,1,0,1,Mild
6115040901,2720,Yuba ,95901,Unincorporated Yuba County area,30.2,5.8,50.32,2.87,16.2,17,6.3,20,5.21,25.4,100,44,100,44,13.6,65.63,20.7,17.5,63.4,0.74,1.1,10.4,6.84,0,0,0,0,0,0,1,0,High
6065941400,3872,Riverside ,92262,Palm Springs,18.5,3.57,59.03,3.55,14.1,5,7.4,22,5.21,23,63.1,28.4,3.53,0.69,6.79,64.82,28.3,28.1,58.5,5.99,0.36,4.47,2.43,1,0,1,0,1,1,1,1,High
6013303103,12652,Contra Costa,94513,Unincorporated Contra Costa County area,33.4,6.41,56.09,4.42,14.9,9.1,5.3,23,5.21,12.1,63.5,20.7,26.72,10.16,12.1,77.68,10.2,33.5,47,6.57,1.61,8.09,3.21,0,0,0,0,0,0,1,0,High
6099003300,6076,Stanislaus ,95363,Unincorporated Stanislaus County area,40.8,7.83,38.41,4.05,12.9,33,9.3,9.6,5.22,12.7,100,42.3,99.52,42.1,11,78.54,10.3,67.3,29,2.45,0,0.89,0.23,0,0,0,0,0,0,1,0,High
6111006500,3563,Ventura ,91360,Thousand Oaks,22.6,4.33,22.52,6.96,11.3,17,6,17,5.22,11.1,52.2,15.9,,,11,76.51,12.4,27.2,62,0,2.25,5.67,2.81,1,0,0,0,0,0,0,0,Moderate
6005000304,4597,Amador ,95640,Unincorporated Amador County area,27.8,5.33,64.05,4.84,19.7,7.3,5.6,11,5.22,12.2,93.3,26.4,72.54,21.12,10.3,72.09,17.5,8.98,85.3,0.22,0.61,0.48,4.33,0,0,0,0,0,0,0,0,Very High
6067005202,3831,Sacramento ,95826,Sacramento,26.4,5.06,79.76,3.05,15.1,3.9,11,20,5.22,18.5,100,25.8,16.27,1.72,8.67,72.64,18.6,31.8,53.3,2.38,0,7.28,5.17,1,0,0,0,0,0,0,0,High
6001423300,3504,Alameda ,94702,Berkeley,31.6,6.05,84.19,2.56,13.9,5.6,9,23,5.22,13.9,,,,,14,67.52,18.4,12.5,44.4,25.4,0.09,9.5,7.96,1,0,0,0,0,0,0,0,High
6037406300,5829,Los Angeles,91791,West Covina,31.9,6.11,39.97,5.3,12.3,7.8,5.2,23,5.23,11.6,66.5,13.1,31.82,6.38,9.13,73.01,17.8,37.9,20.2,1.66,0,33.6,6.52,1,0,0,0,0,0,0,0,Moderate
6037211802,4682,Los Angeles,90010,Los Angeles,34.6,6.62,22.94,5.79,7.06,20,2.2,37,5.23,19.2,,,,,14,70.74,15.2,30,13.4,6,0.26,49.1,1.03,1,0,0,0,0,0,1,0,Mild
6097152000,1980,Sonoma ,95404,Santa Rosa,24.2,4.64,47.2,4.35,13.4,6.8,4.4,23,5.23,27.1,46,26.6,,,11,80.05,8.94,28.1,58.3,3.99,0.2,3.59,5.71,1,0,1,0,0,0,1,0,High
6089010200,2325,Shasta ,96001,Redding,25.1,4.81,61.53,2.6,15.6,6.6,6.8,27,5.23,32,36.1,18.2,,,10,68.82,21.1,3.53,88.1,5.94,0,1.38,0.99,1,0,1,0,0,0,1,0,High
6107002008,2562,Tulare ,93277,Visalia,33.9,6.49,41.69,5.74,12.4,17,0.7,14,5.23,24.9,16.1,5.97,,,10.9,69.67,19.4,41.5,41.1,4.96,0.82,5.07,6.52,1,0,0,0,0,0,1,0,Moderate
6037311802,4068,Los Angeles,91502,Burbank,47.1,9.01,39.05,3.28,12.9,8,9.6,26,5.23,11.9,54.6,17.5,,,10.1,82.89,6.98,55.3,24.5,1.5,0.93,14.4,3.24,1,0,1,0,0,0,1,0,High
6073016804,7501,San Diego,92040,Lakeside,28.3,5.41,38.18,5.63,11,14,4.9,19,5.23,13.3,44.6,13.2,4.98,1.32,13.1,79.7,7.19,19.2,70.9,1.07,4.16,2.61,1.97,1,0,0,0,0,0,0,0,Moderate
6059011403,6654,Orange ,92831,Fullerton,41.4,7.93,43.59,4.57,11.1,20,7.3,18,5.23,21.9,6.7,1.7,,,17.6,72.41,9.96,56.2,28.7,1.79,0.26,8.37,4.64,1,0,0,0,0,0,1,0,Moderate
6037310202,5104,Los Angeles,91501,Burbank,28,5.35,33.76,4.71,11.9,6.9,5.8,28,5.23,10.6,23.5,4.74,,,9.62,74.63,15.7,13.2,72.8,2.53,0.72,5.17,5.56,1,0,0,0,0,0,0,0,Moderate
6073021900,7107,San Diego,91950,National City,42.8,8.19,30.24,6.53,8.1,11,4.9,20,5.23,23.5,77.3,31,0.07,0.03,3.64,92.7,3.66,44.1,28.7,14.2,0.62,9.87,2.39,1,0,1,0,0,0,1,0,Mild
6029005401,6255,Kern ,93555,Ridgecrest,24.7,4.73,70.82,4.18,25.2,13,3.3,6.9,5.24,14,37.6,12,2.89,0.32,11.6,68.94,19.3,23.8,60.7,0.7,1.26,11.9,1.6,1,0,0,0,0,0,0,0,Very High
6067007417,3285,Sacramento ,95843,Antelope,12.8,2.45,45.5,8.15,15.6,15,3,10,5.24,10.3,32.2,7.03,,,13.2,74.19,12.6,16.1,57.4,6.15,0,15.4,4.78,1,0,0,0,0,0,0,0,High
6013369002,3045,Contra Costa,94806,San Pablo,26.1,4.99,63.8,3.21,11.2,25,4.4,19,5.24,20.3,12.2,5.2,,,9.75,79.84,10.4,41.5,24.7,14.5,0,14,5.02,1,0,0,0,0,0,1,0,Moderate
6097153001,7147,Sonoma ,95401,Santa Rosa,26.1,5,44.78,3.82,12.4,14,8.4,20,5.24,21.8,10.5,4.2,,,13,76.23,10.7,44.2,43.7,0.55,0.55,6.69,4.25,1,0,1,0,0,0,1,0,Moderate
6071000403,4261,San Bernardino,91710,Unincorporated San Bernardino County area,32.8,6.27,40.13,4.45,15.4,22,4,15,5.24,14.3,93.8,28.2,55.49,17.78,7.3,78.76,13.9,56.6,27.5,2.23,0.14,13.4,0,1,0,0,0,0,0,0,0,High
6065040814,5152,Riverside ,92879,Corona,22.6,4.32,43.63,4.51,19.3,4.7,3.4,22,5.24,10.5,55.1,15,4.86,0.81,19.2,75.27,5.53,43,31.3,7.49,0.6,13.2,4.21,1,0,1,0,0,0,1,0,Very High
6059088901,7018,Orange ,92844,Garden Grove,28.8,5.49,25.02,4.9,8.66,27,4.6,28,5.25,24.9,5.82,2.74,,,8.06,73.74,18.2,10.4,12.5,1.48,0.36,72.8,2.38,1,0,0,0,0,0,1,0,Mild
6099002902,8359,Stanislaus ,95326,Hughson,30.5,5.82,38.43,3.92,18.5,13,NA,24,5.25,12.6,58.6,18.9,10.85,4.38,18.3,67.39,14.2,30.4,59.2,0.42,1.09,7.42,1.38,1,0,0,0,0,1,0,1,Very High
6037482201,4076,Los Angeles,91755,Monterey Park,26.4,5.03,24.19,4.93,6.52,20,4.4,36,5.25,23.6,16,7.73,,,8.83,71.32,19.8,26,2.82,0.02,0,70.1,1.01,1,0,1,0,0,0,1,0,Mild
6001422900,5761,Alameda ,94704,Berkeley,19.1,3.66,17,7.03,9.96,6.9,4.2,43,5.25,47.9,,,,,0.47,93.42,6.11,5.26,33.9,11.9,0,44.7,4.04,1,0,0,0,0,0,1,0,Moderate
6059088002,4157,Orange ,92841,Garden Grove,24.2,4.62,38.58,4.12,11.8,24,1,26,5.25,21.4,46.1,17.4,,,6.86,76.35,16.7,26.6,22,0,0,50.7,0.51,1,0,1,0,0,0,1,0,Moderate
6001423100,4413,Alameda ,94702,Berkeley,29.8,5.68,85.14,5.07,14.1,6.3,2.9,20,5.25,16,,,,,8.52,76.52,14.9,12.9,49.6,16.6,0,15.1,5.76,1,0,0,0,0,0,1,0,High
6059099410,4903,Orange ,92647,Huntington Beach,33.7,6.42,45.73,5.21,12.2,6.4,5.4,20,5.25,22.5,5.36,2.02,,,8.34,80.71,10.9,41,39.1,1.84,0,15,3.06,1,0,0,0,0,0,1,0,Moderate
6037269601,3393,Los Angeles,90034,Los Angeles,38.1,7.25,22.8,6.92,7.88,23,5.3,24,5.25,11.3,,,,,11.4,80.81,7.78,58.9,13.8,21.4,0,5.04,0.68,1,0,0,0,0,0,1,0,Mild
6085505100,4076,Santa Clara,95110,San Jose,36,6.86,41.32,6.34,7.84,14,4,20,5.25,10.6,99.4,30,66.45,18.76,10.7,77.36,11.9,33.8,22.1,6.31,0,34.4,3.34,1,0,0,0,0,1,0,1,Mild
6067007601,6501,Sacramento ,95608,Carmichael,25.6,4.88,73.45,4.51,12.2,7.5,3.6,19,5.25,16.6,36.6,12.2,,,9.61,69.17,21.2,15,66,4.88,0.23,7.05,6.77,1,0,0,0,0,0,0,0,Moderate
6073013909,5068,San Diego,91977,La Presa,14.5,2.77,61.24,4.33,12.2,22,4,25,5.25,13.2,100,36.5,83.41,30.32,12.3,74.37,13.3,53.7,26.9,5.51,0,10.5,3.24,1,1,1,1,0,0,1,0,Moderate
6037106010,3093,Los Angeles,91342,Los Angeles,23.9,4.56,63.98,4.3,13.4,16,2.7,26,5.26,17,100,32.8,42.24,13.88,10.3,73.78,15.9,72,17.7,4.01,0,3.82,2.39,1,0,0,0,0,0,0,0,High
6085503118,5286,Santa Clara,95122,San Jose,18.7,3.56,50.41,4.45,10.5,25,2.8,22,5.26,13.5,99.9,33.3,,,13.7,80.42,5.79,42.3,10,3.9,0.19,41.4,2.12,1,0,1,0,0,0,1,0,Moderate
6037139503,5946,Los Angeles,91316,Los Angeles,32.9,6.26,44.05,4.92,8.77,6.9,7.2,21,5.26,15.8,,,,,9.03,72.18,18.7,20,71.8,2.64,0,4.2,1.19,1,0,0,0,0,0,0,0,Mild
6111000304,4279,Ventura ,93015,Unincorporated Ventura County area,25.6,4.86,41.52,4.37,11.4,24,3.2,26,5.27,19.9,72.5,29.1,20.11,4.75,11,75.04,13.8,74.7,23.7,0,0,0.86,0.61,1,1,1,1,0,0,1,0,Moderate
6059099411,5851,Orange ,92647,Huntington Beach,32.9,6.26,45.73,4.83,12.2,13,5.3,26,5.27,13.4,23.2,4.68,,,8.1,84.58,7.31,45.9,39.9,2.44,0.19,7.89,3.52,1,0,1,0,0,0,1,0,Moderate
6107002700,5237,Tulare ,93265,Unincorporated Tulare County area,23.8,4.52,30.16,5.95,12.8,9,9.7,17,5.27,21.2,93.2,33.1,88.67,29.37,9.26,66.89,23.8,17.7,64.1,1.51,11.8,1.6,3.23,0,1,1,0,0,0,1,0,High
6019005606,4010,Fresno ,93612,Clovis,31,5.89,90.28,5.63,12.5,5.4,5.1,13,5.27,18.6,72.9,24,4.44,1.47,19.5,66.08,14.4,30.8,49.8,5.19,1.02,6.33,6.78,1,0,0,0,0,0,0,0,High
6085501200,4111,Santa Clara,95112,San Jose,26.3,4.99,60.35,5.33,11.8,19,2.1,15,5.27,11.2,,,,,9.19,78.4,12.4,55.2,28.2,2.65,0.61,9.49,3.75,1,0,0,0,0,0,1,0,Moderate
6099000303,6138,Stanislaus ,95367,Riverbank,30.1,5.72,56.28,3.41,15.9,31,5.1,13,5.27,11.9,68.1,25.7,,,12.8,76.82,10.3,63.6,27.2,0.98,0.78,4.68,2.61,1,0,0,0,0,0,0,0,High
6037183701,3720,Los Angeles,90042,Los Angeles,30.6,5.81,47.69,3.88,12.3,25,3.1,27,5.27,20.6,0,0,,,10.6,77.8,11.5,64.4,20.4,1.8,0.56,10.1,2.53,1,0,0,0,0,0,1,0,Moderate
6067009201,5151,Sacramento ,95829,Unincorporated Sacramento County area,36.9,7,45.81,4.42,13,11,6.5,19,5.27,14.5,96.5,43,87.74,39.12,13.8,69.31,16.8,20.3,32.3,7.77,0.27,33.8,5.34,0,0,0,0,0,0,1,0,High
6037431200,6399,Los Angeles,91010,South Monrovia Island,39.9,7.58,41.61,4.73,9.25,28,7,17,5.28,13.9,87.5,26.3,45.84,12.83,11.4,77.2,11.3,68.2,9.95,9.35,0,10.7,1.66,1,0,0,0,0,0,0,0,Mild
6037481103,4926,Los Angeles,91776,San Gabriel,39.2,7.44,37.59,5.99,10.2,22,3.5,14,5.28,13,80.3,24.7,,,6.25,75.46,18.2,42.2,6.09,0.16,0,51.3,0.22,1,0,1,0,1,1,1,1,Moderate
6037310701,2181,Los Angeles,91502,Burbank,41.1,7.8,21.83,5.03,7.56,9.2,7.7,30,5.28,13.3,37.4,13.9,,,6.97,60.43,32.6,11.3,75.6,0.05,0,8.02,4.95,1,0,0,0,0,0,0,0,Mild
6029005801,6604,Kern ,93560,Rosamond,17.4,3.3,67.19,4.18,17.8,10,8.5,9.6,5.28,10.2,76.3,23.3,42.55,13.91,13.7,76.85,9.4,29.8,53.5,8.95,0.32,2.54,4.85,1,0,0,0,0,0,0,0,Very High
6059087805,7494,Orange ,92804,Stanton,38,7.22,34.96,4.18,9.62,27,9,19,5.28,11.9,19.6,7.38,,,15.4,77.72,6.87,55.2,17.4,5.04,0,21.1,1.12,1,0,1,0,0,0,1,0,Moderate
6037406902,3584,Los Angeles,91746,West Puente Valley,32.9,6.24,33.48,4.84,9.89,33,5.6,17,5.28,10.8,70.7,27.1,,,12.6,69.98,17.3,72.8,5.22,1.14,0,18.5,2.29,1,0,0,0,0,0,0,0,Moderate
6037402200,6782,Los Angeles,91768,Pomona,42.7,8.08,59.21,4.28,12.4,16,5.6,18,5.28,16.1,55,13.8,6.71,1.11,11.4,68.7,19.8,59.8,20.5,8.95,0.09,10.1,0.49,1,0,0,0,0,0,0,0,Moderate
6037910207,6033,Los Angeles,93551,Palmdale,18.4,3.5,51.51,4.42,15.9,11,8.1,12,5.29,12.6,80.1,20.5,16.84,5.32,13.4,75.98,10.5,41.6,28.9,15,0.15,11.7,2.52,1,0,0,0,0,0,0,0,High
6037432201,4491,Los Angeles,91770,Rosemead,39.8,7.54,38.43,3.9,10.6,23,NA,17,5.29,13.4,43.7,14.9,,,11.4,68.23,20.3,13.1,10.5,0.22,0,74.3,1.71,1,0,1,0,0,0,1,0,Moderate
6067009502,7971,Sacramento ,95632,Unincorporated Sacramento County area,18.4,3.49,44.7,4.13,19.2,15,5.4,16,5.29,13.3,93.9,20.2,37.56,6.99,13.8,74.56,11.5,36.1,54.3,0.69,0.25,4.62,3.94,1,0,0,0,0,0,0,0,Very High
6059042312,9752,Orange ,92675,San Juan Capistrano,37.9,7.18,19.69,4.51,11.2,30,4.4,34,5.29,13.5,44.6,18.9,,,14.3,76.44,9.21,69.3,27.3,0.14,0.31,2.47,0.4,1,0,0,0,0,0,0,0,Moderate
6037502802,3221,Los Angeles,90670,Santa Fe Springs,40.5,7.67,33.33,3.55,12.5,20,5,25,5.29,17.9,100,59,50.76,29.88,11.5,66.28,22.1,51.9,13.7,7.2,0.22,25.1,1.77,1,1,1,1,1,1,1,1,High
6075033201,4551,San Francisco,94132,San Francisco,21.4,4.05,38.07,NA,9.89,0.8,25,49,5.29,50.4,0.17,0.11,,,1.43,95.91,2.66,35.5,29.4,7.08,0,22.4,5.45,1,0,0,0,0,0,1,0,Moderate
6071008709,4035,San Bernardino,92399,Yucaipa,17.4,3.3,36.43,4.46,15.4,17,5.1,17,5.29,14.8,100,39.8,60.68,23.69,8.62,74.6,16.7,35.6,56.5,4.04,0,2.65,1.12,1,1,1,1,0,0,1,0,High
6037481002,5646,Los Angeles,91801,Alhambra,37.3,7.05,37.65,5.01,10.7,14,2.8,23,5.3,12.2,0.48,0.2,,,11.1,73.91,14.9,36,9.78,0.25,0,53,0.97,1,0,0,0,0,0,1,0,Moderate
6085502102,7726,Santa Clara,95128,San Jose,23.7,4.49,32.74,6.12,10.1,25,0.9,26,5.3,12.7,35.7,10.9,,,12.3,78.72,8.97,51.2,29,5.88,0.21,12.3,1.31,1,0,1,0,0,0,1,0,Moderate
6037208501,2267,Los Angeles,90026,Los Angeles,37.4,7.07,41.95,2.1,10.6,24,6.7,24,5.3,10.9,,,,,7.81,77.72,14.4,40.4,9.66,1.28,0.71,45.6,2.29,1,0,0,0,0,0,0,0,Moderate
6059087103,8986,Orange ,92804,Anaheim,35,6.62,41.06,5.11,10.9,20,4.1,26,5.3,10.5,27.2,6.32,,,10.7,78.96,10.2,43.4,23.8,2.19,0.11,29.6,0.76,1,0,0,0,0,0,0,0,Moderate
6099000201,5821,Stanislaus ,95361,Unincorporated Stanislaus County area,33.2,6.28,66.09,3.63,22.1,12,7.5,14,5.3,12.4,66,22.7,39.27,14.78,11.4,78.2,10.3,15.9,78.5,0,0.26,1.27,4,1,0,0,0,0,1,0,1,Very High
6065031703,4115,Riverside ,92503,Riverside,34.7,6.55,59.64,3.4,19,23,5.5,13,5.3,14.3,6.93,2.03,,,9.23,80.61,10.1,61.5,28.3,2.02,0.27,5.81,1.97,1,0,0,0,0,0,0,0,Very High
6073016401,5340,San Diego,92021,El Cajon,22.4,4.23,59.41,4.71,15.2,9.6,4.6,20,5.3,17.8,37,11.9,,,11,71.35,17.5,27.4,62.2,1.67,0.28,3.15,5.22,1,0,0,0,0,0,0,0,High
6019005804,6940,Fresno ,93611,Fresno,35.6,6.73,55.96,6.32,10.2,17,4.4,13,5.3,23.8,87,35.3,32.53,16.49,16.6,73.29,10,48.8,32.6,1.48,0,14.8,2.18,1,1,1,1,0,0,1,0,Moderate
6031000402,5976,Kings ,93245,Unincorporated Kings County area,32.6,6.16,75.42,4.68,25.7,13,2.6,10,5.3,13.8,84.7,18.6,52.44,13.4,12.6,74.25,13,38.6,46.8,3.87,0,7.76,2.89,1,0,0,0,0,0,0,0,Very High
6059076102,8492,Orange ,92868,Orange,33.3,6.29,28.96,5.72,7.2,24,5.8,18,5.3,19.6,96.1,19.3,30.27,3.82,6.79,84.21,9,50.6,26.1,5.91,0.38,15.1,1.79,1,1,1,1,1,1,1,1,Mild
6037134905,4552,Los Angeles,91371,Los Angeles,34.9,6.59,38.86,4.53,15.3,1.6,7.8,24,5.3,12.4,97.6,26.3,11.27,3.04,5.05,86.4,8.55,13.1,57.3,11.1,0,14.5,3.73,1,0,0,0,0,0,0,0,High
6037603600,4258,Los Angeles,90249,Gardena,32.5,6.13,61.97,4.11,14.3,18,3.2,20,5.3,10.2,,,,,10,73.56,16.4,35.2,21.6,8.81,0,31,3.22,1,0,0,0,0,0,0,0,High
6065042206,5820,Riverside ,92507,Riverside,30.2,5.7,61.6,4.53,17.8,4.4,4,16,5.31,14.2,36.7,10.7,0.62,0.15,10.6,78.93,10.4,31.2,47.6,8.83,1.55,7.25,3.56,1,0,0,0,0,0,0,0,Very High
6059086306,4773,Orange ,92806,Anaheim,39,7.37,53.56,5.57,11.2,21,0.3,24,5.31,13.6,100,22.4,21.26,0.67,23.8,63.96,12.1,58.8,20.4,1.45,0.61,13.6,4.92,1,0,0,0,0,0,0,0,Moderate
6037481605,2831,Los Angeles,91801,Alhambra,34.1,6.43,29.79,5.02,7.94,26,5.3,27,5.31,11.5,58.6,24.7,,,7.74,72.41,19.8,31.5,4.7,0,0.32,62.8,0.6,1,0,1,0,0,0,1,0,Mild
6101050401,4665,Sutter ,95991,Unincorporated Sutter County area,22.9,4.33,50.99,3.88,20.3,19,6.5,8.8,5.31,10.2,63.7,17.6,3.38,0.89,15.4,70.63,13.9,26.1,48.7,3.99,0.49,16,4.63,1,0,0,0,0,0,0,0,Very High
6037702801,4679,Los Angeles,90232,Culver City,33.3,6.27,41.08,6.31,12.5,9.8,4.1,20,5.31,14.8,18.6,7.74,,,10.6,72.94,16.4,34.5,38,3.8,0.17,19,4.36,1,0,0,0,0,0,0,0,High
6037480803,3699,Los Angeles,91801,Alhambra,37.6,7.1,29.52,10,8.2,11,4.6,21,5.31,12.1,,,,,9.54,75.72,14.7,60,11,0.78,0.3,23,4.81,1,0,0,0,0,0,0,0,Mild
6071009717,4216,San Bernardino,92307,Apple Valley,13.8,2.6,87.61,3.44,21.3,10,8.2,8.2,5.31,10.7,100,23.8,100,23.89,13.7,71.75,14.4,36.5,54.3,5.6,0,2.33,1.14,1,0,0,0,0,0,0,0,Very High
6085504314,4897,Santa Clara,95132,San Jose,10.2,1.94,31.83,7.42,11.2,11,7.8,13,5.31,11.8,63.6,17.1,16.13,5.6,14.2,74,11.7,17.8,11.3,1.37,0,66.8,2.49,1,0,0,0,0,0,0,0,Moderate
6073008359,4540,San Diego,92126,San Diego,28.6,5.39,35.03,6.3,10.1,14,3.5,24,5.31,13.5,67.9,23.5,,,13.4,79.27,7.31,32.2,26.1,3.72,0.18,30.3,7.36,1,0,1,0,0,0,1,0,Moderate
6067009800,1514,Sacramento ,95641,Unincorporated Sacramento County area,29.1,5.48,45.21,3.85,15.2,14,7.7,20,5.32,20.9,100,38.8,99.78,38.79,4.16,67.17,28.6,19.1,72.9,0.59,1.25,2.58,3.43,0,0,0,0,0,0,1,0,High
6083001000,6081,Santa Barbara,93101,Santa Barbara,31,5.84,52.67,4.79,11.5,15,3.3,20,5.32,14.8,,,,,10.2,73.31,16.4,40.7,49.9,3.26,0.26,2.7,3.06,1,0,0,0,0,0,1,0,Moderate
6037135114,5106,Los Angeles,91303,Los Angeles,35.1,6.62,30.88,6.15,8.34,4.7,9.4,22,5.32,21,70.8,26.5,,,10.4,75.42,14.1,16.4,49.4,3.09,0.55,27.6,2.88,1,0,1,0,1,1,1,1,Mild
6037481401,6267,Los Angeles,91776,San Gabriel,38.3,7.2,32.15,3.99,8.78,26,4.4,33,5.32,19.7,13.6,5.35,,,8.27,79.51,12.2,17.1,5.49,0.05,0.19,75.8,1.31,1,0,1,0,0,0,1,0,Mild
6037190301,5569,Los Angeles,90028,Los Angeles,33.5,6.31,31.69,4.76,8.72,12,6.2,26,5.32,18.6,,,,,2.73,79.17,18.1,22,49.9,11.1,0.48,11.4,4.94,1,0,0,0,0,0,1,0,Mild
